movie,rt_critic,rt_audience,year,runtime,genre,imdb,meta,imdb_votes
Big Hero 6,89.0,91.0,2014,102 min,"Animation, Action, Adventure",7.8,74,413559
Fantastic Beasts and Where to Find Them,74.0,79.0,2016,132 min,"Adventure, Family, Fantasy",7.3,66,413553
Dawn of the Planet of the Apes,90.0,88.0,2014,130 min,"Action, Adventure, Drama",7.6,79,413037
A Quiet Place,96.0,83.0,2018,90 min,"Drama, Horror, Sci-Fi",7.5,82,411787
The Terminal,61.0,74.0,2004,128 min,"Comedy, Drama, Romance",7.4,55,409855
Gangs of New York,73.0,81.0,2002,167 min,"Crime, Drama",7.5,72,408516
Rapunzel,,89.0,2010,100 min,"Animation, Adventure, Comedy",7.7,71,408378
"Back to the future, deel 3",,,1990,118 min,"Adventure, Comedy, Sci-Fi",7.4,55,408046
The Theory of Everything,80.0,84.0,2014,123 min,"Biography, Drama, Romance",7.7,72,407568
Quantum of Solace,64.0,58.0,2008,106 min,"Action, Adventure, Thriller",6.6,58,407089
We're the Millers,48.0,72.0,2013,110 min,"Comedy, Crime",7.0,44,406510
The Da Vinci Code,26.0,57.0,2006,149 min,"Mystery, Thriller",6.6,46,403467
The Last Samurai,66.0,83.0,2003,154 min,"Action, Drama",7.7,55,402027
The 40 Year Old Virgin,85.0,84.0,2005,116 min,"Comedy, Romance",7.1,73,398034
Armageddon,38.0,73.0,1998,151 min,"Action, Adventure, Sci-Fi",6.7,42,397362
X-Men: Apocalypse,47.0,65.0,2016,144 min,"Action, Adventure, Sci-Fi",6.9,52,396289
American Gangster,81.0,84.0,2007,157 min,"Biography, Crime, Drama",7.8,76,394821
Training Day,73.0,89.0,2001,122 min,"Crime, Drama, Thriller",7.7,69,393910
King Kong,,64.0,2005,187 min,"Action, Adventure, Drama",7.2,81,393572
The Mummy,,,1999,124 min,"Action, Adventure, Fantasy",7.0,48,392542
The Mummy,,,2017,111 min,"Action, Adventure, Fantasy",5.4,34,174199
In Bruges,84.0,87.0,2008,107 min,"Comedy, Crime, Drama",7.9,67,392178
Coco,97.0,94.0,2017,105 min,"Animation, Adventure, Family",8.4,81,392039
Die Hard 4.0,82.0,86.0,2007,128 min,"Action, Thriller",7.1,69,390482
Midnight in Paris,93.0,83.0,2011,96 min,"Comedy, Fantasy, Romance",7.7,81,390431
Mission: Impossible,64.0,71.0,1996,110 min,"Action, Adventure, Thriller",7.1,59,389878
Justice League,40.0,71.0,2017,120 min,"Action, Adventure, Fantasy",6.3,45,389285
Unbreakable,70.0,77.0,2000,106 min,"Drama, Mystery, Sci-Fi",7.3,62,388982
Green Book,78.0,91.0,2018,130 min,"Biography, Comedy, Drama",8.2,69,387925
Spectre,63.0,61.0,2015,148 min,"Action, Adventure, Thriller",6.8,60,386676
Alice in Wonderland,51.0,55.0,2010,108 min,"Adventure, Family, Fantasy",6.4,53,385876
Transformers: Dark of the Moon,35.0,55.0,2011,154 min,"Action, Adventure, Sci-Fi",6.2,42,385767
This Is the End,83.0,71.0,2013,107 min,Comedy,6.6,67,385661
Transformers: Revenge of the Fallen,20.0,57.0,2009,149 min,"Action, Adventure, Sci-Fi",6.0,35,385205
Spider-Man: Een nieuw universum,97.0,93.0,2018,117 min,"Animation, Action, Adventure",8.4,87,383649
Wreck-It Ralph,87.0,86.0,2012,101 min,"Animation, Adventure, Comedy",7.7,72,382472
Scott Pilgrim vs. the World,82.0,84.0,2010,112 min,"Action, Comedy, Fantasy",7.5,69,382102
The Lost World: Jurassic Park,53.0,51.0,1997,129 min,"Action, Adventure, Sci-Fi",6.6,59,381408
Saw,49.0,84.0,2004,103 min,"Horror, Mystery, Thriller",7.6,46,380881
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,91.0,79.0,2006,84 min,Comedy,7.3,89,380262
Godzilla,15.0,28.0,2014,123 min,"Action, Adventure, Sci-Fi",6.4,62,379912
Godzilla,15.0,28.0,1998,139 min,"Action, Sci-Fi, Thriller",5.4,32,183229
Star Wars: Episode IX - The Rise of Skywalker,51.0,86.0,2019,141 min,"Action, Adventure, Fantasy",6.6,53,379861
Tropic Thunder,82.0,70.0,2008,107 min,"Action, Comedy, War",7.0,71,379733
Terminator 3: Rise of the Machines,69.0,46.0,2003,109 min,"Action, Sci-Fi",6.3,66,378656
The Cabin in the Woods,92.0,74.0,2011,95 min,Horror,7.0,72,378613
28 Days Later...,87.0,85.0,2002,113 min,"Drama, Horror, Sci-Fi",7.6,73,378548
Unforgiven,96.0,93.0,1992,130 min,"Drama, Western",8.2,85,378261
American Pie,61.0,61.0,1999,95 min,Comedy,7.0,58,377948
Aquaman,65.0,74.0,2018,143 min,"Action, Adventure, Fantasy",6.9,55,376269
Aladdin,57.0,94.0,1992,90 min,"Animation, Adventure, Comedy",8.0,86,375756
Aladdin,57.0,94.0,2019,128 min,"Adventure, Family, Fantasy",6.9,53,230500
Brave,78.0,75.0,2012,93 min,"Animation, Adventure, Comedy",7.1,69,375471
Room,93.0,93.0,2015,118 min,"Drama, Thriller",8.1,86,375376
The Shape of Water,92.0,72.0,2017,123 min,"Adventure, Drama, Fantasy",7.3,87,375110
Sicario,92.0,85.0,2015,121 min,"Action, Crime, Drama",7.6,82,374437
Cloverfield,78.0,68.0,2008,85 min,"Action, Horror, Sci-Fi",7.0,64,374383
The Devil Wears Prada,75.0,76.0,2006,109 min,"Comedy, Drama",6.9,62,374311
Bruce Almighty,48.0,57.0,2003,101 min,"Comedy, Fantasy",6.8,46,373195
Ready Player One,72.0,77.0,2018,140 min,"Action, Adventure, Sci-Fi",7.5,64,373181
Moneyball,94.0,86.0,2011,133 min,"Biography, Drama, Sport",7.6,87,373018
In Time,36.0,51.0,2011,109 min,"Action, Sci-Fi, Thriller",6.7,53,371990
Cars,74.0,79.0,2006,117 min,"Animation, Comedy, Family",7.1,73,371686
Despicable Me 2,75.0,85.0,2013,98 min,"Animation, Adventure, Comedy",7.3,62,371518
John Wick: Chapter 2,89.0,85.0,2017,122 min,"Action, Crime, Thriller",7.5,75,370249
Fast & Furious 6,70.0,84.0,2013,130 min,"Action, Adventure, Thriller",7.0,61,369962
The Big Short,88.0,88.0,2015,130 min,"Biography, Comedy, Drama",7.8,81,369283
Madagascar,54.0,66.0,2005,86 min,"Animation, Adventure, Comedy",6.9,57,369103
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",76.0,,2005,143 min,"Adventure, Family, Fantasy",6.9,75,368684
Black Hawk Down,76.0,88.0,2001,144 min,"Drama, History, War",7.7,74,365921
Die Hard: With a Vengeance,59.0,83.0,1995,128 min,"Action, Adventure, Thriller",7.6,58,365683
Venom,29.0,81.0,2018,112 min,"Action, Adventure, Sci-Fi",6.7,35,364917
Venom,29.0,81.0,2005,87 min,Horror,4.6,25,9573
Venom,11.0,21.0,2018,112 min,"Action, Adventure, Sci-Fi",6.7,35,364917
Venom,11.0,21.0,2005,87 min,Horror,4.6,25,9573
The Godfather: Part III,68.0,63.0,1990,162 min,"Crime, Drama",7.6,60,362573
Collateral,86.0,84.0,2004,120 min,"Crime, Drama, Thriller",7.5,71,362144
Easy A,85.0,77.0,2010,92 min,"Comedy, Drama, Romance",7.0,72,361524
Ocean's Twelve,54.0,60.0,2004,125 min,"Crime, Thriller",6.5,58,361197
Wanted,72.0,69.0,2008,110 min,"Action, Crime, Thriller",6.7,64,361171
Fast & Furious 7,82.0,82.0,2015,137 min,"Action, Adventure, Thriller",7.1,67,361121
The Machinist,77.0,83.0,2004,101 min,"Drama, Thriller",7.7,61,360449
The Illusionist,73.0,83.0,2006,110 min,"Drama, Fantasy, Mystery",7.6,68,355851
The Town,92.0,85.0,2010,125 min,"Crime, Drama, Thriller",7.5,74,355375
2012,39.0,47.0,2009,158 min,"Action, Adventure, Sci-Fi",5.8,49,355042
Dumb and Dumber,68.0,84.0,1994,107 min,Comedy,7.3,41,354686
Fast & Furious 5,77.0,83.0,2011,130 min,"Action, Adventure, Crime",7.3,66,354098
Passengers,30.0,63.0,2016,116 min,"Drama, Romance, Sci-Fi",7.0,41,352776
Passengers,30.0,63.0,2008,93 min,"Romance, Thriller",5.9,40,34792
Passengers,19.0,35.0,2016,116 min,"Drama, Romance, Sci-Fi",7.0,41,352776
Passengers,19.0,35.0,2008,93 min,"Romance, Thriller",5.9,40,34792
Knocked Up,89.0,83.0,2007,129 min,"Comedy, Romance",6.9,85,352014
Face/Off,92.0,82.0,1997,138 min,"Action, Crime, Sci-Fi",7.2,82,351164
The Fast and the Furious,53.0,74.0,2001,106 min,"Action, Crime, Thriller",6.8,58,349826
127 Hours,93.0,85.0,2010,94 min,"Biography, Drama",7.5,82,349762
The Mask,77.0,68.0,1994,101 min,"Action, Comedy, Crime",6.9,56,348875
22 Jump Street,84.0,77.0,2014,112 min,"Action, Comedy, Crime",7.0,71,347471
3 Idiots,100.0,93.0,2009,170 min,"Comedy, Drama",8.4,67,347446
The Game,,,1997,129 min,"Drama, Mystery, Thriller",7.8,61,347399
The Fault in Our Stars,81.0,85.0,2014,126 min,"Drama, Romance",7.7,69,346232
Maleficent,54.0,70.0,2014,97 min,"Action, Adventure, Family",7.0,56,346196
Cloud Atlas,66.0,66.0,2012,172 min,"Action, Drama, Mystery",7.4,55,345869
Sweeney Todd: The Demon Barber of Fleet Street,86.0,81.0,2007,116 min,"Drama, Horror, Musical",7.3,83,345806
Men in Black II,38.0,45.0,2002,88 min,"Action, Adventure, Comedy",6.2,49,345099
Terminator Salvation,33.0,54.0,2009,115 min,"Action, Sci-Fi",6.5,49,344663
Mission: Impossible - Rogue Nation,94.0,87.0,2015,131 min,"Action, Adventure, Thriller",7.4,75,343955
The Italian Job,73.0,80.0,2003,111 min,"Action, Crime, Thriller",7.0,68,343764
The Fighter,90.0,89.0,2010,116 min,"Biography, Drama, Sport",7.8,79,342642
Inside Man,86.0,85.0,2006,129 min,"Crime, Drama, Mystery",7.6,76,342389
Friends with Benefits,68.0,65.0,2011,109 min,"Comedy, Romance",6.5,63,341610
Die Hard 2,69.0,70.0,1990,124 min,"Action, Thriller",7.2,67,339652
The Others,83.0,77.0,2001,101 min,"Horror, Mystery, Thriller",7.6,74,339505
Super 8,81.0,75.0,2011,112 min,"Mystery, Sci-Fi, Thriller",7.0,72,339470
A Star Is Born,90.0,79.0,2018,136 min,"Drama, Music, Romance",7.6,88,338742
Signs,74.0,67.0,2002,106 min,"Drama, Mystery, Sci-Fi",6.7,59,338526
Mean Girls,84.0,66.0,2004,97 min,Comedy,7.0,66,337688
Yes Man,46.0,66.0,2008,104 min,"Comedy, Romance",6.8,46,337214
Boyhood,97.0,80.0,2014,165 min,Drama,7.9,100,336838
Men in Black 3,68.0,70.0,2012,106 min,"Action, Adventure, Comedy",6.8,58,336703
Moon,90.0,89.0,2009,97 min,"Drama, Mystery, Sci-Fi",7.9,67,336588
The Equalizer,60.0,76.0,2014,132 min,"Action, Crime, Thriller",7.2,57,336343
The Aviator,86.0,79.0,2004,170 min,"Biography, Drama",7.5,77,336324
Hotel Rwanda,91.0,94.0,2004,121 min,"Biography, Drama, History",8.1,79,335880
The Devil's Advocate,63.0,80.0,1997,144 min,"Drama, Mystery, Thriller",7.5,60,334143
Wedding Crashers,76.0,70.0,2005,119 min,"Comedy, Romance",6.9,64,333955
Sleepy Hollow,69.0,80.0,1999,105 min,"Fantasy, Horror, Mystery",7.3,65,333660
Der Untergang,90.0,94.0,2004,156 min,"Biography, Drama, History",8.2,82,333131
Mission: Impossible III,71.0,69.0,2006,126 min,"Action, Adventure, Thriller",6.9,66,331977
Anchorman: The Legend of Ron Burgundy,66.0,86.0,2004,94 min,Comedy,7.2,63,331767
Man on Fire,38.0,89.0,2004,146 min,"Action, Crime, Drama",7.7,47,331340
Spider-Man: Far from Home,90.0,95.0,2019,129 min,"Action, Adventure, Sci-Fi",7.5,69,330892
Speed,94.0,76.0,1994,116 min,"Action, Adventure, Thriller",7.2,78,330725
The Irishman,95.0,86.0,2019,209 min,"Biography, Crime, Drama",7.9,94,329980
50 First Dates,45.0,65.0,2004,99 min,"Comedy, Drama, Romance",6.8,48,328895
Flight,77.0,75.0,2012,138 min,"Drama, Thriller",7.3,76,327712
The Expendables,42.0,64.0,2010,103 min,"Action, Adventure, Thriller",6.5,45,326888
De Lego Film,9.0,30.0,2014,100 min,"Animation, Action, Adventure",7.7,83,325229
Snowpiercer,94.0,72.0,2013,126 min,"Action, Drama, Sci-Fi",7.1,84,325120
Brokeback Mountain,87.0,82.0,2005,134 min,"Drama, Romance",7.7,87,324989
Due Date,40.0,52.0,2010,95 min,"Comedy, Drama",6.5,51,324922
Monsters University,80.0,81.0,2013,104 min,"Animation, Adventure, Comedy",7.3,65,324835
Mulholland Drive,83.0,87.0,2001,147 min,"Drama, Mystery, Thriller",7.9,85,324533
Jumanji: Welcome to the Jungle,76.0,87.0,2017,119 min,"Action, Adventure, Comedy",6.9,58,323177
Ocean's Thirteen,69.0,75.0,2007,122 min,"Action, Crime, Thriller",6.9,62,323121
The Ring,71.0,48.0,2002,115 min,"Horror, Mystery",7.1,57,322658
Moonrise Kingdom,93.0,86.0,2012,94 min,"Comedy, Drama, Romance",7.8,84,320990
Up in the Air,90.0,79.0,2009,109 min,"Comedy, Drama, Romance",7.4,83,319680
Jackie Brown,87.0,85.0,1997,154 min,"Crime, Drama, Thriller",7.5,64,318453
Pineapple Express,68.0,73.0,2008,111 min,"Action, Comedy, Crime",6.9,64,317634
Night at the Museum,43.0,67.0,2006,108 min,"Adventure, Comedy, Family",6.4,48,316423
Mission: Impossible II,57.0,42.0,2000,123 min,"Action, Adventure, Thriller",6.1,59,316324
50/50,93.0,88.0,2011,100 min,"Comedy, Drama, Romance",7.6,72,316306
Ant-Man and the Wasp,87.0,75.0,2018,118 min,"Action, Adventure, Comedy",7.1,70,315112
The Rock,66.0,85.0,1996,136 min,"Action, Adventure, Thriller",7.4,58,314871
TRON: Legacy,51.0,63.0,2010,125 min,"Action, Adventure, Sci-Fi",6.8,49,314638
Being John Malkovich,93.0,87.0,1999,113 min,"Comedy, Drama, Fantasy",7.7,90,314035
True Grit,95.0,85.0,2010,110 min,"Drama, Western",7.6,80,313723
Pearl Harbor,24.0,66.0,2001,183 min,"Action, Drama, History",6.2,44,312675
Fantastic Four,9.0,18.0,2005,106 min,"Action, Adventure, Fantasy",5.7,40,312625
Fantastic Four,9.0,18.0,2015,100 min,"Action, Adventure, Sci-Fi",4.3,27,153478
Home Alone 2: Lost in New York,34.0,61.0,1992,120 min,"Adventure, Comedy, Crime",6.8,46,312617
Equilibrium,41.0,81.0,2002,107 min,"Action, Drama, Sci-Fi",7.4,33,312518
Meet the Parents,84.0,79.0,2000,108 min,"Comedy, Romance",7.0,73,312420
Shooter,47.0,80.0,2007,124 min,"Action, Drama, Thriller",7.2,53,311890
Burn After Reading,78.0,65.0,2008,96 min,"Comedy, Crime, Drama",7.0,63,311472
Jack Reacher,64.0,67.0,2012,130 min,"Action, Thriller",7.0,50,311086
Jumanji,55.0,62.0,1995,104 min,"Adventure, Comedy, Family",7.0,39,311025
Les Misérables,70.0,79.0,2012,158 min,"Drama, History, Musical",7.6,63,310436
The Simpsons Movie,87.0,77.0,2007,87 min,"Animation, Adventure, Comedy",7.3,80,309911
Constantine,46.0,72.0,2005,121 min,"Action, Fantasy, Horror",7.0,50,308858
Tenet,70.0,76.0,2020,150 min,"Action, Sci-Fi, Thriller",7.5,69,308379
The Interview,51.0,48.0,2014,112 min,"Action, Adventure, Comedy",6.5,52,307681
Hoe Tem Je Een Draak 2,79.0,60.0,2014,102 min,"Animation, Action, Adventure",7.8,76,307374
Click,34.0,66.0,2006,107 min,"Comedy, Drama, Fantasy",6.4,45,307308
Hellboy,81.0,66.0,2004,122 min,"Action, Fantasy, Horror",6.8,72,307275
Hellboy,81.0,66.0,2019,120 min,"Action, Adventure, Fantasy",5.2,31,79167
Hellboy,18.0,48.0,2004,122 min,"Action, Fantasy, Horror",6.8,72,307275
Hellboy,18.0,48.0,2019,120 min,"Action, Adventure, Fantasy",5.2,31,79167
About Time,69.0,81.0,2013,123 min,"Comedy, Drama, Fantasy",7.8,55,306866
Hugo,93.0,78.0,2011,126 min,"Drama, Family, Fantasy",7.5,83,306441
Jojo Rabbit,80.0,94.0,2019,108 min,"Comedy, Drama, War",7.9,58,305934
Eyes Wide Shut,75.0,73.0,1999,159 min,"Drama, Mystery, Thriller",7.4,68,305835
National Treasure,46.0,76.0,2004,131 min,"Action, Adventure, Mystery",6.9,39,305770
Total Recall,31.0,47.0,1990,113 min,"Action, Sci-Fi, Thriller",7.5,57,304071
Total Recall,31.0,47.0,2012,118 min,"Action, Adventure, Sci-Fi",6.3,43,241187
The Mummy Returns,47.0,63.0,2001,130 min,"Action, Adventure, Fantasy",6.4,48,302059
The Nightmare Before Christmas,95.0,91.0,1993,76 min,"Animation, Family, Fantasy",8.0,82,301517
The Island,,,2005,136 min,"Action, Sci-Fi, Thriller",6.8,50,301032
Lucky Number Slevin,51.0,87.0,2006,110 min,"Action, Crime, Drama",7.7,53,300246
10 Things I Hate About You,69.0,69.0,1999,97 min,"Comedy, Drama, Romance",7.3,70,300220
Le Mans '66,92.0,98.0,2019,152 min,"Action, Biography, Drama",8.1,81,299361
Real Steel,60.0,73.0,2011,127 min,"Action, Drama, Sci-Fi",7.1,56,299354
Fifty Shades of Grey,24.0,41.0,2015,125 min,"Drama, Romance, Thriller",4.1,46,299018
Transformers: Age of Extinction,17.0,50.0,2014,165 min,"Action, Adventure, Sci-Fi",5.6,32,298892
The Proposal,44.0,67.0,2009,108 min,"Comedy, Drama, Romance",6.7,48,297830
Jurassic Park III,49.0,36.0,2001,92 min,"Action, Adventure, Sci-Fi",5.9,42,297269
Hitch,69.0,62.0,2005,118 min,"Comedy, Romance",6.6,58,297104
Salt,62.0,59.0,2010,100 min,"Action, Thriller",6.4,65,296606
Interview with the Vampire: The Vampire Chronicles,63.0,86.0,1994,123 min,"Drama, Horror",7.5,59,296099
Solo: A Star Wars Story,69.0,64.0,2018,135 min,"Action, Adventure, Sci-Fi",6.9,62,295973
The Book of Eli,46.0,64.0,2010,118 min,"Action, Adventure, Drama",6.9,53,295327
The Blind Side,66.0,85.0,2009,129 min,"Biography, Drama, Sport",7.6,53,295245
Lord of War,61.0,84.0,2005,122 min,"Action, Crime, Drama",7.6,62,295198
The Secret Life of Walter Mitty,51.0,71.0,2013,114 min,"Adventure, Comedy, Drama",7.3,54,294921
The Hangover Part III,20.0,44.0,2013,100 min,"Comedy, Crime",5.8,30,294706
Deja Vu,56.0,73.0,2006,126 min,"Action, Crime, Sci-Fi",7.1,59,294533
Mission: Impossible - Fallout,97.0,88.0,2018,147 min,"Action, Adventure, Thriller",7.7,86,294238
The Expendables 2,67.0,67.0,2012,103 min,"Action, Adventure, Thriller",6.6,51,292959
10 Cloverfield Lane,90.0,79.0,2016,103 min,"Action, Drama, Horror",7.2,76,292758
Pretty Woman,64.0,68.0,1990,119 min,"Comedy, Romance",7.0,51,292251
There's Something About Mary,83.0,61.0,1998,119 min,"Comedy, Romance",7.1,69,291992
A.I. Artificial Intelligence,74.0,64.0,2001,146 min,"Drama, Sci-Fi",7.2,65,291434
Magnolia,83.0,89.0,1999,188 min,Drama,8.0,77,291103
RED,72.0,72.0,2010,111 min,"Action, Comedy, Crime",7.0,60,290844
Taken 2,22.0,52.0,2012,92 min,"Action, Thriller",6.3,45,290554
Babel,69.0,77.0,2006,143 min,Drama,7.4,69,290518
The Wrestler,98.0,88.0,2008,109 min,"Drama, Sport",7.9,80,290402
3:10 to Yuma,89.0,86.0,2007,122 min,"Action, Crime, Drama",7.7,76,290385
Bridge of Spies,90.0,87.0,2015,142 min,"Drama, History, Thriller",7.6,81,289725
The Hunger Games: Mockingjay - Part 2,69.0,66.0,2015,137 min,"Action, Adventure, Sci-Fi",6.6,65,289164
Scream,79.0,79.0,1996,111 min,"Horror, Mystery",7.3,65,289129
"O Brother, Where Art Thou?",78.0,89.0,2000,107 min,"Adventure, Comedy, Crime",7.7,69,289102
Bad Neighbours,73.0,63.0,2014,97 min,Comedy,6.3,68,288537
From Dusk Till Dawn,62.0,76.0,1996,108 min,"Action, Crime, Horror",7.2,48,288532
Seven Pounds,27.0,75.0,2008,123 min,Drama,7.6,36,287900
Jumper,15.0,44.0,2008,88 min,"Action, Adventure, Sci-Fi",6.1,35,287423
The Bourne Legacy,55.0,58.0,2012,135 min,"Action, Adventure, Thriller",6.6,61,286282
The Transporter,54.0,73.0,2002,92 min,"Action, Crime, Thriller",6.8,51,285788
Jagten,93.0,93.0,2012,115 min,Drama,8.3,77,285233
Contagion,85.0,63.0,2011,106 min,"Drama, Thriller",6.7,70,284451
Serenity,82.0,91.0,2005,119 min,"Action, Adventure, Sci-Fi",7.8,74,284124
Serenity,82.0,91.0,2019,106 min,"Drama, Mystery, Thriller",5.4,37,36577
Serenity,20.0,30.0,2005,119 min,"Action, Adventure, Sci-Fi",7.8,74,284124
Serenity,20.0,30.0,2019,106 min,"Drama, Mystery, Thriller",5.4,37,36577
Public Enemies,68.0,59.0,2009,140 min,"Biography, Crime, Drama",7.0,70,283608
Annihilation,88.0,66.0,2018,115 min,"Adventure, Drama, Horror",6.8,79,283325
The Nice Guys,91.0,79.0,2016,116 min,"Action, Comedy, Crime",7.4,70,283245
Bird Box,64.0,57.0,2018,124 min,"Horror, Sci-Fi",6.6,51,282749
The Mist,71.0,65.0,2007,126 min,"Horror, Sci-Fi, Thriller",7.1,58,282434
Liar Liar,82.0,75.0,1997,86 min,"Comedy, Fantasy",6.9,70,282286
Shrek the Third,42.0,52.0,2007,93 min,"Animation, Adventure, Comedy",6.1,58,282226
Gattaca,82.0,87.0,1997,106 min,"Drama, Sci-Fi, Thriller",7.8,64,282160
300: Rise of an Empire,45.0,51.0,2014,102 min,"Action, Drama",6.2,48,281986
Donnie Brasco,88.0,89.0,1997,127 min,"Biography, Crime, Drama",7.7,76,281762
Insidious,66.0,62.0,2010,103 min,"Horror, Mystery, Thriller",6.8,52,280206
The Dictator,57.0,44.0,2012,83 min,Comedy,6.4,58,280158
John Wick: Chapter 3 - Parabellum,89.0,86.0,2019,130 min,"Action, Crime, Thriller",7.4,73,279954
Alien³,,,1992,114 min,"Action, Horror, Sci-Fi",6.5,59,279372
Ace Ventura: Pet Detective,49.0,57.0,1994,86 min,Comedy,6.9,37,278514
Pitch Perfect,81.0,83.0,2012,112 min,"Comedy, Music, Romance",7.1,66,278089
Con Air,56.0,75.0,1997,115 min,"Action, Crime, Thriller",6.9,52,277689
Notting Hill,83.0,79.0,1999,124 min,"Comedy, Drama, Romance",7.1,68,277654
As Good as It Gets,85.0,86.0,1997,139 min,"Comedy, Drama, Romance",7.7,67,277222
The Man from U.N.C.L.E.,68.0,73.0,2015,116 min,"Action, Adventure, Comedy",7.3,56,277193
Insomnia,92.0,77.0,2002,118 min,"Drama, Mystery, Thriller",7.2,78,276788
Beauty and the Beast,71.0,80.0,2017,129 min,"Family, Fantasy, Musical",7.1,65,276688
Moonlight,98.0,79.0,2016,111 min,Drama,7.4,99,276434
Vaiana,95.0,89.0,2016,107 min,"Animation, Adventure, Comedy",7.6,81,276007
Batman Returns,80.0,73.0,1992,126 min,"Action, Crime, Fantasy",7.0,68,275991
Kingsman: The Golden Circle,51.0,64.0,2017,141 min,"Action, Adventure, Comedy",6.7,44,275835
Angels & demons - Het bernini mysterie,,57.0,2009,138 min,"Action, Mystery, Thriller",6.7,48,275270
Before Sunrise,100.0,93.0,1995,101 min,"Drama, Romance",8.1,77,274763
Snow White and the Huntsman,49.0,52.0,2012,127 min,"Action, Adventure, Drama",6.1,57,274599
Kong: Skull Island,75.0,69.0,2017,118 min,"Action, Adventure, Fantasy",6.6,62,274500
Zero Dark Thirty,91.0,80.0,2012,157 min,"Drama, History, Thriller",7.4,95,273867
Law Abiding Citizen,26.0,75.0,2009,109 min,"Action, Crime, Drama",7.4,34,273102
Prince of Persia: The Sands of Time,37.0,58.0,2010,116 min,"Action, Adventure, Fantasy",6.6,50,272769
Superman Returns,75.0,61.0,2006,154 min,"Action, Sci-Fi",6.0,72,271656
Clash of the Titans,27.0,40.0,2010,106 min,"Action, Adventure, Fantasy",5.8,39,271288
Apollo 13,96.0,87.0,1995,140 min,"Adventure, Drama, History",7.6,77,271197
School of Rock,91.0,64.0,2003,109 min,"Comedy, Music",7.1,82,270977
Starship Troopers,65.0,70.0,1997,129 min,"Action, Adventure, Sci-Fi",7.2,51,270653
Bridesmaids,90.0,76.0,2011,125 min,"Comedy, Romance",6.8,75,269911
Step Brothers,55.0,69.0,2008,98 min,Comedy,6.9,51,269553
The Fugitive,96.0,89.0,1993,130 min,"Action, Crime, Drama",7.8,87,269021
Jurassic World: Fallen Kingdom,47.0,48.0,2018,128 min,"Action, Adventure, Sci-Fi",6.2,51,268899
The Royal Tenenbaums,80.0,89.0,2001,110 min,"Comedy, Drama",7.6,76,268473
Kingdom of Heaven,39.0,72.0,2005,144 min,"Action, Adventure, Drama",7.2,63,268156
A Bug's Life,92.0,73.0,1998,95 min,"Animation, Adventure, Comedy",7.2,77,268007
Moulin Rouge!,76.0,89.0,2001,127 min,"Drama, Musical, Romance",7.6,66,267860
